"County Name","District Name","District City","School Name","School Street Address","School City","School State","School Zip","Phone","Fax","Email Address","School Principal","Grade Range","Enrollment"
"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)","HOUSTON","HARMONY SCHOOL OF POLITICAL SCIENCE AND COMMUNICAT","13415 FM 620 N","AUSTIN","TX","78717","(512) 337-1516","(512) 506-8038","hspaustin@harmonytx.org","EDNAN KARANCI   ","'KG-08","0"
"TRAVIS COUNTY","FRUIT OF EXCELLENCE","BASTROP","FRUIT OF EXCELLENCE SCHOOL","P O BOX 2047","BASTROP","TX","78602","(713) 875-3703","(512) 303-7028","HVIP@aol.com","ROSLYN MARTIN   ","'PK-12","0"
"TARRANT COUNTY","HARMONY SCIENCE ACAD (FORT WORTH)","HOUSTON","HARMONY SCHOOL OF NATURE & ATHLETICS","8120 CAMP WISDOM RD","DALLAS","TX","75249","(972) 296-1000","(972) 296-2125","Hyagci@harmonytx.org","HAKAN YAGCI   ","'KG-12","479"
"EL PASO COUNTY","SOMERSET CHARTER SCHOOL","EL PASO","SOMERSET CHARTER SCHOOL","7310 BISHOP FLORES","EL PASO","TX","79912","(915) 584-9499","(915) 585-8814","iburnham@burnhamwood.org","    ","'KG-12","0"
"HARRIS COUNTY","PROMISE COMMUNITY SCHOOL","BELLAIRE","NCI CHARTER SCHOOL WITHOUT WALLS","4500 BISSONNET STE 200","BELLAIRE","TX","77401-3113","(713) 779-4856","(713) 779-2896","IKeaton@neighborhood-centers.org","IRENE KEATON   ","'PK-02","1185"
"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)","HOUSTON","HARMONY SCIENCE ACADEMY - AUSTIN","930 E RUNDBERG","AUSTIN","TX","78753","(512) 835-7900","(512) 835-7901","info.hsaaustin@harmonytx.org","MR HALIT ERDOGDU   ","'06-12","335"
"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)","HOUSTON","HARMONY SCHOOL OF SCIENCE - AUSTIN","11800 STONEHOLLOW DR","AUSTIN","TX","78754","(512) 821-1700","(512) 821-1702","info.hsaaustin@harmonytx.org","EDRAL CAGLAR   ","'PK-12","526"
"CAMERON COUNTY","HARMONY SCIENCE ACADEMY - BROWNSVILLE","HOUSTON","HARMONY SCIENCE ACADEMY - BROWNSVILLE","1124 CENTRAL BLVD","BROWNSVILLE","TX","78520","(956) 574-9555","(956) 574-9558","info.hsabrownsville@harmonytx.org","MR EMRAH ORAL   ","'PK-12","417"
"MCLENNAN COUNTY","HARMONY SCIENCE ACAD (WACO)","HOUSTON","HARMONY SCIENCE ACADEMY - DALLAS","11995 FORESTGATE DR","DALLAS","TX","75243","(972) 234-7878","(972) 234-9994","info.hsadallas@harmonytx.org","FATIH AY   ","'PK-12","985"
"HARRIS COUNTY","HARMONY SCIENCE ACADEMY","HOUSTON","HARMONY SCIENCE ACADEMY","5435 S BRAESWOOD","HOUSTON","TX","77096","(713) 729-4400","(713) 729-6600","info.hsahouston@harmonytx.org","YALCIN AKYILDIZ   ","'06-12","389"
"HARRIS COUNTY","HARMONY SCIENCE ACADEMY","HOUSTON","HARMONY SCHOOL OF INNOVATION - HOUSTON","9421 W SAM HOUSTON PKWY","HOUSTON","TX","77099","(713) 343-3333","(713) 777-8555","info.hsahouston@harmonytx.org","GUROL DUMAN   ","'PK-12","592"
"HARRIS COUNTY","HARMONY SCIENCE ACADEMY","HOUSTON","HARMONY SCIENCE ACADEMY - BEAUMONT","4055 CALDER AVE","BEAUMONT","TX","77706","(409) 838-4000","(409) 838-4009","info.hsahouston@harmonytx.org","AHMET CETINKAYA   ","'PK-12","500"
"HARRIS COUNTY","HARMONY SCIENCE ACADEMY","HOUSTON","HARMONY SCIENCE ACADEMY - HOUSTON","5435 S BRAESWOOD","HOUSTON","TX","77096","(713) 729-4400","(713) 729-6600","info.hsahouston@harmonytx.org","    ","'PK-12","357"
"HARRIS COUNTY","HARMONY SCIENCE ACADEMY","HOUSTON","HARMONY SCHOOL OF FINE ARTS AND TECHNOLOGY","9115 KIRBY DR","HOUSTON","TX","77054","(713) 343-3333","(713) 777-8555","info.hsahouston@harmonytx.org","    ","'PK-12","419"
"HARRIS COUNTY","HARMONY SCHOOL OF EXCELLENCE","HOUSTON","HARMONY SCIENCE ACADEMY - BRYAN/COLLEGE STATION","2031 S TEXAS AVE","BRYAN","TX","77082","(979) 260-6800","(979) 260-6806","info.hsahouston@harmonytx.org","ALI TECKIN   ","'KG-12","288"
"HARRIS COUNTY","HARMONY SCHOOL OF EXCELLENCE","HOUSTON","HARMONY SCHOOL OF ADVANCEMENT - HIGH","3171 N SAM HOUSTON PKWY W","HOUSTON","TX","77038","(713) 343-3333","(713) 777-8555","info.hsahouston@harmonytx.org","    ","'EE-12","280"
"HARRIS COUNTY","HARMONY SCHOOL OF EXCELLENCE","HOUSTON","HARMONY SCHOOL OF DISCOVERY - HOUSTON","6270 BARKER CYPRESS RD","HOUSTON","TX","77084","(713) 343-3333","(713) 777-8555","info.hsahouston@harmonytx.org","    ","'EE-12","379"
"LUBBOCK COUNTY","HARMONY SCIENCE ACAD (LUBBOCK)","HOUSTON","HARMONY SCIENCE ACAD (LUBBOCK)","9421 W SAM HOUSTON PKWY","HOUSTON","TX","77099","(806) 747-1000","(806) 747-1005","info.hsalubbock@harmonytx.org","GULTEKIN KAYA   ","'PK-12","421"
"LUBBOCK COUNTY","HARMONY SCIENCE ACAD (LUBBOCK)","HOUSTON","HARMONY SCIENCE ACADEMY - ODESSA","2755 N GRANDVIEW AVE","ODESSA","TX","79762","(806) 747-1000","(806) 747-1005","info.hsalubbock@harmonytx.org","    ","'PK-12","247"
"TRAVIS COUNTY","HARMONY SCIENCE ACADEMY (AUSTIN)","HOUSTON","HARMONY SCIENCE ACADEMY NORTH AUSTIN","1421 WELLS BRANCH PKWY W STE 200","PFLUGERVILLE","TX","78660","(512) 251-5000","(512) 251-5001","info.hsana@harmonytx.org","ERDAL CAGLAR   ","'04-10","561"
"HARRIS COUNTY","HARMONY SCHOOL OF EXCELLENCE","HOUSTON","HARMONY SCIENCE ACADEMY - HOUSTON NW","16200 TOMBALL PKWY","HOUSTON","TX","77086","(281) 444-1155","(281) 444-1015","info.hsanw@harmonytx.org","ADNAN EKIN   ","'EE-12","665"
"BEXAR COUNTY","HARMONY SCIENCE ACAD (SAN ANTONIO)","HOUSTON","HARMONY SCIENCE ACAD (SAN ANTONIO)","8505 LAKESIDE PKWY","SAN ANTONIO","TX","78245","(210) 674-7788","(210) 674-7766","info.hsasa@harmonytx.org","MR IRFAN TURK   ","'KG-12","727"
"BEXAR COUNTY","HARMONY SCIENCE ACAD (SAN ANTONIO)","HOUSTON","HARMONY SCHOOL OF INNOVATION - SAN ANTONIO","8125 GLEN MONT DR","SAN ANTONIO","TX","78239","(210) 674-7788","(210) 674-7766","info.hsasa@harmonytx.org","    ","'KG-12","177"
"MCLENNAN COUNTY","HARMONY SCIENCE ACAD (WACO)","HOUSTON","HARMONY SCIENCE ACAD (WACO)","9421 W SAM HOUSTON PKWY","HOUSTON","TX","77099","(254) 751-7878","(254) 751-7877","info.hsawaco@harmonytx.org","UMIT T ALPASLAN   ","'PK-12","597"
"MCLENNAN COUNTY","HARMONY SCIENCE ACAD (WACO)","HOUSTON","HARMONY SCIENCE ACADEMY - GARLAND","2302 FIREWHEEL PKWY","GARLAND","TX","75040","(254) 751-7878","(254) 751-7877","info.hsawaco@harmonytx.org","    ","'PK-12","421"
"HARRIS COUNTY","HARMONY SCHOOL OF EXCELLENCE","HOUSTON","HARMONY SCHOOL OF EXCELLENCE","7340 N GESSNER DR","HOUSTON","TX","77040","(713) 983-8668","(713) 983-8667","info.hsehouston@harmonytx.org","MR UGUR DEMIRCAN   ","'KG-12","771"
"MCLENNAN COUNTY","HARMONY SCIENCE ACAD (WACO)","HOUSTON","HARMONY SCHOOL OF INNOVATION - DALLAS","1024 W ROSEMEADE PKWY","CARROLLTON","TX","75007","(469) 892-5556","(569) 892-5667","info.hsidallas@harmonytx.org","YASAR CAKIR   ","'PK-12","514"
"TARRANT COUNTY","HARMONY SCIENCE ACAD (FORT WORTH)","HOUSTON","HARMONY SCIENCE ACADEMY GRAND PRAIRIE","1102 NW 7TH ST","GRAND PRAIRIE","TX","75050","(972) 642-9911","(972) 642-9922","info.hssgp@harmonytx.org","MR HAKAN YAGCI   ","'KG-12","524"
"HARRIS COUNTY","HARMONY SCHOOL OF SCIENCE - HOUSTON","HOUSTON","HARMONY SCHOOL OF SCIENCE - HOUSTON","9431 W SAM HOUSTON PKWY S STE 202","HOUSTON","TX","77099","(281) 265-2525","(281) 265-2565","info.hsshouston@harmonytx.org","MR HUSEYIN SARI   ","'PK-12","622"
"DALLAS COUNTY","A W BROWN-FELLOWSHIP LEADERSHIP ACADEMY","DALLAS","AW BROWN-FELLOWSHIP CHARTER SCHOOL","5701 RED BIRD CTR DR","DALLAS","TX","75237","(972) 709-4700","(972) 709-6605","info@awbrown.org","PAULA D BROWN   ","'PK-08","992"
"DALLAS COUNTY","A W BROWN-FELLOWSHIP LEADERSHIP ACADEMY","DALLAS","A W BROWN - FELLOWSHIP NORTH CAMPUS","6901 S WESTMORELAND RD","DALLAS","TX","75237","(972) 709-4700","(972) 709-6605","info@awbrown.org","PAULA D BROWN   ","'PK","403"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","TEXAS VIRTUAL ACADEMY","P O BOX 292730","LEWISVILLE","TX","75029","(888) 644-4789","(888) 363-0913","info@iqacademy.com","KAY ROGERS   ","'PK-12","444"
"GALVESTON COUNTY","ODYSSEY ACADEMY INC","GALVESTON","ODYSSEY ACADEMY INC","2412 61ST ST","GALVESTON","TX","77551","(409) 750-9289","(409) 740-3310","info@odyssey-academy.com","JENNIFER GOODMAN   ","'PK-08","611"
"HAYS COUNTY","TEXAS PREPARATORY SCHOOL","SAN MARCOS","TEXAS PREPARATORY SCHOOL","PO BOX 1643","SAN MARCOS","TX","78667","(512) 805-7737","(512) 805-7739","info@texasprep.us","MARK A TERRY   ","'PK-08","133"
"DALLAS COUNTY","ADVANTAGE ACADEMY","DALLAS","ADVANTAGE ACADEMY","618 W WHEATLAND RD","DALLAS","TX","75116","(214) 276-5800","(214) 276-5890","infoadmin@advantageisd.org","MR SAM COOPER   ","'PK-12","1424"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","ENERGIZED FOR STEM ACADEMY INC MIDDLE SE","9220 JUTLAND RD","HOUSTON","TX","77033","(713) 773-3600","(713) 773-3630","infocenter@houstonisd.org","MS ADRIENNE HENDERSON   ","'06-08","60"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","IRVING MIDDLE","1300 DELGADO ST","SAN ANTONIO","TX","78207-1473","(210) 738-9740","(210) 734-0941","irvingacad@saisd.net","MR MICHAEL JORDAN   ","'06-08","820"
"TARRANT COUNTY","HARMONY SCIENCE ACAD (FORT WORTH)","HOUSTON","HARMONY SCIENCE ACAD (FORT WORTH)","5651 W CREEK DR","FORT WORTH","TX","76133","(817) 263-0700","(817) 263-0509","isel@hsatx.org","MR TEVFIK ESKI   ","'KG-12","601"
"BEXAR COUNTY","BROOKS ACADEMY OF SCIENCE AND ENGINEERING","SAN ANTONIO","BROOKS ACADEMY OF SCIENCE AND ENGINEERING","3803 LYSTER","SAN ANTONIO","TX","78235","(210) 633-9006","(210) 633-9990","ixchell.gonzalez@brooksacademy.org","MS IXCHELL GONZALEZ-MARTINEZ   ","'KG-12","638"
"HARRIS COUNTY","YES PREP PUBLIC SCHOOLS INC","HOUSTON","YES PREP - GULFTON","6565 DE MOSS","HOUSTON","TX","77074","(713) 967-9800","(713) 774-1808","Jake.schmitz@yesprep.org","MR JAKE SCHMITZ   ","'06-12","527"
"HARRIS COUNTY","JAMIE'S HOUSE CHARTER SCHOOL","HOUSTON","JOSHUA'S LEARNING LAND","8320 W AIRPORT","HOUSTON","TX","77071","(713) 773-1600","(713) 771-1765","jamie_babineaux@yahoo.com","AGNES GARRETT   ","'PK-05","133"
"DALLAS COUNTY","ST ANTHONY SCHOOL","DALLAS","ST ANTHONY SCHOOL","3732 MYRTLE ST","DALLAS","TX","75215","(214) 421-3645","(214) 421-7416","jamsk@swbell.net","DAVID RAY   ","'06-08","81"
"DALLAS COUNTY","ST ANTHONY SCHOOL","DALLAS","ST ANTHONY ACADEMY","3732 MYRTLE STREET","DALLAS","TX","75215","(214) 421-3645","(214) 421-7416","jamsk@swbell.net","DAVID RAY   ","'KG-05","209"
"TRAVIS COUNTY","AUSTIN ACHIEVE PUBLIC SCHOOLS","AUSTIN","AUSTIN ACHIEVE PUBLIC SCHOOLS","100 CONGRESS AVE STE 1300","AUSTIN","TX","78701","(512) 887-2709","(512) 435-2360","jarmbrust@austinachieve.org","    ","'06-12","0"
"TRAVIS COUNTY","NYOS CHARTER SCHOOL","AUSTIN","NYOS CHARTER SCHOOL","12301 N LAMAR","AUSTIN","TX","78753-6507","(512) 583-7620","(512) 583-6973","jatchley@nyos.org","MS JULIE ATCHLEY   ","'04-12","440"
"BEXAR COUNTY","SOUTHWEST PREPARATORY SCHOOL","SAN ANTONIO","SOUTHWEST PREPARATORY SOUTHEAST CAMPUS","735 S WW WHITE RD","SAN ANTONIO","TX","78220-2524","(210) 333-1403","(210) 333-3024","javier.garcia@swprep.org","JAVIER GARCIA   ","'09-12","150"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA MCALLEN ACADEMY","505 ANGELITA DR STE 9","WESLACO","TX","78596","(956) 377-8000","(956) 447-3796","jayne.pocquette@ideapublicschools.org","JAYNE POCQUETTE   ","'KG-05","0"
"TARRANT COUNTY","UPLIFT EDUCATION-SUMMIT INTERNATIONAL PREPARATORY","IRVING","PRI CAMPUS","606 E ROYAL LN","IRVING","TX","75039","(817) 287-5121","(817) 287-5132","jburden@uplifteducation.org","JACQUE BURDEN   ","'KG-05","361"
"HARRIS COUNTY","SOUTHWEST SCHOOL","HOUSTON","SOUTHWEST SCHOOLS MANGUM EL CAMPUS","4515 MANGUM RD","HOUSTON","TX","77092","(713) 688-0505","(713) 688-3286","jbyrd@swschools.org","JEANNETTE BYRD   ","'KG-05","85"
"DALLAS COUNTY","NOVA ACADEMY (SOUTHEAST)","DALLAS","NOVA ACADEMY (SOUTHEAST)","P O BOX 170127","DALLAS","TX","75217","(214) 309-9030","(214) 309-9033","jcarson@ednet10.net","JOHN CARSON   ","'PK-08","263"
"WEBB COUNTY","LAREDO ISD","LAREDO","EARLY COLLEGE H S","5201 UNIVERSITY BLVD","LAREDO","TX","78041","(956) 728-5340","(956) 728-5341","jcerda@laredoisd.org","JOSE MARGARITO CERDA   ","'09-12","390"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","PROJECT CHRYSALIS MIDDLE","4528 LEELAND","HOUSTON","TX","77023-3047","(713) 924-1700","(713) 924-1700","jcovarru@houstonisd.org","MR JOSE A COVARRUBIA   ","'06-08","180"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","CAGE EL","4528 LEELAND ST","HOUSTON","TX","77023-3047","(713) 924-1700","(713) 924-1704","jcovarru@houstonisd.org","MR JOSE A COVARRUBIA   ","'EE-05","646"
"DALLAS COUNTY","UPLIFT EDUCATION - WILLIAMS PREPARATORY","IRVING","UPLIFT EDUCATION-WILLIAMS PREP H S","606 E ROYAL LN","IRVING","TX","75039","(214) 276-0352","(214) 276-0363","jcsanders@uplifteducation.org","JC SANDERS   ","'09-12","247"
"DALLAS COUNTY","UPLIFT EDUCATION - WILLIAMS PREPARATORY","IRVING","UPLIFT EDUCATION-WILLIAMS PREP MIDDLE","606 E ROYAL LN","IRVING","TX","75039","(214) 276-0352","(214) 276-0363","jcsanders@uplifteducation.org","JC SANDERS   ","'06-08","306"
"BEXAR COUNTY","SCHOOL OF EXCELLENCE IN EDUCATION","SAN ANTONIO","RICK HAWKINS H S","1826 BASSE RD","SAN ANTONIO","TX","78213","(210) 461-9881","(210) 582-2587","jcuellar@excellence-sa.org","JAMES CUELLAR   ","'09-12","58"
"BEXAR COUNTY","SCHOOL OF EXCELLENCE IN EDUCATION","SAN ANTONIO","DR PAUL S SAENZ J H","1830 BASSE RD","SAN ANTONIO","TX","78213","(210) 431-9881","(210) 435-8096","jcuellar@excellence-sa.org","JAMES CUELLAR   ","'07 08","196"
"GALVESTON COUNTY","GALVESTON ISD","GALVESTON","AIM COLLEGE & CAREER PREP","P O BOX 660","GALVESTON","TX","77553","(409) 761-6960","(409) 770-0918","Jean_Fullen@GISD.org","MRS JEAN FULLEN   ","'05-12","184"
"DALLAS COUNTY","HONORS ACADEMY","DALLAS","BRANCH PARK ACADEMY","1404 W WALNUT HILL LN","IRVING","TX","75038","(972) 243-2462","(972) 550-1425","jepstein@honorsacademy.org","JANET EPSTEIN   ","'04-12","20"
"COMAL COUNTY","TRINITY CHARTER SCHOOL","AUSTIN","CEDAR CREST TCS","3500 S IH 35","BELTON","TX","76513","(254) 939-4071","(281) 605-5886","jerrod.barton@cedarcresttcs.org","JERROD BARTON   ","'KG-12","79"
"BEXAR COUNTY","HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN","SAN ANTONIO","HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN","439 ARBOR PLACE","SAN ANTONIO","TX","78207","(210) 226-4031","(210) 271-0125","jflores@thealamedaschool.org","JEFF FLORES   ","'09-12","149"
"DALLAS COUNTY","NOVA ACADEMY","DALLAS","NOVA ACADEMY","P O BOX 170127","DALLAS","TX","75227","(214) 381-3422","(214) 381-3499","jfoster@ednet10.net","JANICE FOSTER   ","'PK-06","214"
"BRAZOS COUNTY","ARROW ACADEMY","TEMPLE","ARROW ACADEMY","175 VERBENA","TEMPLE","TX","76502","(979) 575-4346"," ","jim.christensen@arrowacademy.org","    ","'KG-12","0"
"BRAZOS COUNTY","ARROW ACADEMY","TEMPLE","ARROW ACADEMY - SAVE OUR STREETS CENTER","P O BOX 9385","COLLEGE STATION","TX","77842","(979) 703-8820","(866) 871-1480","jim.christensen@arrowacademy.org","    ","'05-08","0"
"BRAZOS COUNTY","ARROW ACADEMY","TEMPLE","ARROW ACADEMY - ACADEMIC ACHIEVEMENT ACADEMY","P O BOX 9385","COLLEGE STATION","TX","77842","(979) 703-8820"," ","jim.christensen@arrowacademy.org","    ","'05-08","0"
"BRAZOS COUNTY","ARROW ACADEMY","TEMPLE","ARROW ACADEMY - LIBERATION ACADEMY","P O BOX 9385","COLLEGE STATION","TX","77842","(979) 703-8820"," ","jim.christensen@arrowacademy.org","    ","'KG-05","0"
"BRAZOS COUNTY","ARROW ACADEMY","TEMPLE","ARROW ACADEMY - HARVEST PREPARATORY ACADEMY","P O BOX 9385","COLLEGE STATION","TX","77842","(979) 703-8220"," ","jim.christensen@arrowacademy.org","    ","'KG-05","0"
"BRAZOS COUNTY","ARROW ACADEMY","TEMPLE","BETHEL'S LEARNING CENTER","14442 FONMEADOW","HOUSTON","TX","77035","(979) 703-8820","(866) 871-1480","jim.christensen@arrowacademy.org","    ","'KG-05","0"
"TRAVIS COUNTY","KIPP AUSTIN PUBLIC SCHOOLS INC","AUSTIN","KIPP AUSTIN COLLEGE PREP","8509 FM 969 BLDG C","AUSTIN","TX","78724","(512) 637-6870","(512) 637-6899","jkolasinski@kipp.org","JILL KOLASINSKI   ","'05-08","374"
"TRAVIS COUNTY","KIPP AUSTIN PUBLIC SCHOOLS INC","AUSTIN","KIPP AUSTIN COLLEGIATE","8509 FM 969 BLDG 513","AUSTIN","TX","78724","(512) 637-6870","(512) 637-6899","jkolasinski@kippaustin.org","CARRIE DONOVAN   ","'09-12","273"
"GREGG COUNTY","EAST TEXAS CHARTER SCHOOLS","LONGVIEW","DAN CHADWICK CAMPUS","2402 ALPINE RD","LONGVIEW","TX","75601","(903) 753-9400","(903) 753-0285","jkulak@mail.etchs.esc7.net","TERRY LAPIC   ","'09-12","157"
"DALLAS COUNTY","TRINITY BASIN PREPARATORY","DALLAS","TRINITY BASIN PREPARATORY","400 S ZANG STE 700","DALLAS","TX","75208","(214) 946-9100","(214) 946-9194","jmasten@dallascharter.org","MS JENNIFER MASTEN   MS THERESE DEAN   ","'PK-12","730"
"HARRIS COUNTY","SOUTHWEST SCHOOL","HOUSTON","YOUNG LEARNERS","3333 BERING DR STE 200","HOUSTON","TX","77057","(713) 784-6345","(713) 974-3137","jmiller@swschools.org","JUDITH MILLER   ","'PK","427"
"SMITH COUNTY","CUMBERLAND ACADEMY","TYLER","CUMBERLAND ACADEMY","1340 SHILOH RD","TYLER","TX","75703","(903) 581-2890","(903) 581-1476","jmoyers@cumberlandacademy.com","MR JAMES MOYERS   ","'KG-06","387"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA BROWNSVILLE ACADEMY","505 ANGELITA DR STE 9","WESLACO","TX","78596","(956) 377-8000","(956) 447-3796","joann.gama@ideapublicschools.org","    ","'KG-05","0"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA EDINBURG COLLEGE PREPARATORY","505 ANGELITA DR STE 9","WESLACO","TX","78596","(956) 377-8000","(956) 447-3796","joel.garcia@ideapublicschools.org","JOEL GARCIA   ","'06","0"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA EDINBURG ACADEMY","505 ANGELITA DR STE 9","WESLACO","TX","78596","(956) 377-8000","(956) 447-3796","joel.garcia@ideapublicschools.org","JOEL GARCIA   ","'KG-02","0"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA COLLEGE PREPARATORY ALAMO","327 E SH 495","ALAMO","TX","78516","(956) 588-4005","(956) 588-4006","jonathan.caine@ideapublicschools.org","JONATHAN CAINE   ","'06-07 09 10","230"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA QUEST COLLEGE PREPARATORY","14001 N 29TH ST","MCALLEN","TX","78504","(956) 287-1003","(956) 287-2737","jose.deleon@ideapublicschools.org","JOSE LUIS DELEON   ","'06-12","678"
"TARRANT COUNTY","EAST FORT WORTH MONTESSORI ACADEMY","FORT WORTH","EAST FORT WORTH MONTESSORI ACADEMY","501 OAKLAND BLVD","FORT WORTH","TX","76103","(817) 496-3003","(817) 496-3004","joyce.brown@efwma.org","JOYCE BROWN   ","'EE-05","370"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","OSBORNE EL","800 RINGOLD ST","HOUSTON","TX","77088-6337","(281) 405-2525","(281) 405-2528","jparnell@houstonisd.org","JACQUELINE PARNELL   ","'EE-05","464"
"HIDALGO COUNTY","INFORMATION REFERRAL RESOURCE ASSISTANCE INC","MCALLEN","IRRA INC BROWNSVILLE CENTER","P O BOX 164","MCALLEN","TX","78504","(956) 542-3363","(956) 292-0371","jpdailla@irra.org","MR JIMMY PADILLA   ","'PK-03 09-12","108"
"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DISTRICT","SAN ANTONIO","JOHN H WOOD JR CS HAYS CO JUVENILE RES CENTER","2250 CLOVIS BARKER RD","SAN MARCOS","TX","78666","(210) 638-5400","(210) 638-5475","jraney@jhwoodcharterschool.com","MS JESSICA RANEY   ","'05-12","90"
"BEXAR COUNTY","POR VIDA ACADEMY","SAN ANTONIO","POR VIDA ACADEMY CHARTER H S","1135 MISSION RD","SAN ANTONIO","TX","78210-4598","(210) 532-9161","(210) 533-5612","jrendon@por-vida.org","MR JOSEPH RENDON   ","'09-12","181"
"TRAVIS COUNTY","KIPP AUSTIN PUBLIC SCHOOLS INC","AUSTIN","KIPP AUSTIN COMUNIDAD","8509 FM 969 BLDG 628","AUSTIN","TX","78724","(512) 501-3643","(512) 637-6899","jscott@kippaustin.org","JUSTIN SCOTT   ","'PK-04","132"
"HARRIS COUNTY","KIPP SOUTHEAST HOUSTON","HOUSTON","KIPP SPIRIT COLLEGE PREP","3750 S ACRES DR","HOUSTON","TX","77047","(832) 230-0562","(713) 731-1644","jsingleton@kipphouston.org","STEPHANIE WILKINS   ","'06-12","274"
"COLLIN COUNTY","IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS","MCKINNEY","IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS","5100 W ELDORADO PKWY STE 102-589","MCKINNEY","TX","75070","(972) 838-8921","(972) 540-1424","Julia.Brady@imagineschools.com","    ","'KG-12","0"
"HARRIS COUNTY","MEYERPARK ELEMENTARY","HOUSTON","MEYERPARK EL","P O BOX 35616","HOUSTON","TX","77235-5616","(713) 729-9712","(713) 729-9720","juliahutcherson@yahoo.com","JULIA HUTCHERSON   ","'PK-05","214"
"BEXAR COUNTY","SAN ANTONIO TECHNOLOGY ACADEMY","SAN ANTONIO","SAN ANTONIO TECHNOLOGY ACADEMY","6655 FIRST PARK TEN BLVD STE 110","SAN ANTONIO","TX","78213","(210) 527-9250","(210) 225-7282","juvenilecjmaccnt@stic.net","MR EARL COSTLEY   ","'09-12","76"
"HARRIS COUNTY","HOUSTON CAN ACADEMY CHARTER SCHOOL","DALLAS","HOUSTON CAN ACADEMY HOBBY","9020 GULF FWY","HOUSTON","TX","77017","(832) 379-4226","(713) 944-6736","jvega@texanscan.org","JANIE VEGA   ","'09-12","308"
"MIDLAND COUNTY","MIDLAND ACADEMY CHARTER SCHOOL","MIDLAND","MIDLAND ACADEMY CHARTER SCHOOL","500 N BAIRD","MIDLAND","TX","79701","(432) 686-0003","(432) 686-0845","jwallace@macharter.org","JANET WALLACE   ","'PK-12","514"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","WESLEY EL","800 DILLARD ST","HOUSTON","TX","77091-2301","(713) 696-2860","(713) 696-2866","kagnew@houstonisd.org","KIMBERLY C AGNEW   ","'EE-05","464"
"DALLAS COUNTY","DALLAS COUNTY JUVENILE JUSTICE","DALLAS","MEDLOCK YOUTH VILLAGE","1508 E LANGDON RD","DALLAS","TX","75241","(972) 225-9735","(972) 225-9737","Karen.Ramos@dallascounty.org","KAREN RAMOS   ","'03-12","142"
"DALLAS COUNTY","LIFE SCHOOL","LANCASTER","LIFE SCHOOL OAK CLIFF","950 S I-35 E","LANCASTER","TX","75146","(214) 376-8200","(214) 371-0193","kathleen.witte@lifeschools.net","KATHLEEN WITTE   SANDI MASSEY   ","'KG-12","1314"
"DALLAS COUNTY","DALLAS COUNTY JUVENILE JUSTICE","DALLAS","DALLAS COUNTY JUVENILE JUSTICE","2600 LONE STAR DR BOX 5","DALLAS","TX","75212","(214) 698-4385","(214) 698-4441","KBeasley@dallascounty.org","MS KATHY BEASLEY   ","'03-12","377"
"COMAL COUNTY","TRINITY CHARTER SCHOOL","AUSTIN","TRINITY CHARTER SCHOOL","650 SCARBOROUGH RD","CANYON LAKE","TX","78133","(830) 964-4390","(830) 964-4391","kellie.ragland@lsss.org","KELLIE RAGLAND   ","'04-12","74"
"HARRIS COUNTY","PROMISE COMMUNITY SCHOOL","BELLAIRE","RIPLEY HOUSE MIDDLE CAMPUS","4500 BISSONNET STE 200","BELLAIRE","TX","77401","(713) 669-5361","(713) 669-5295","kelsen@neighborhood-centers.org","KAREN ELSEN   ","'06-08","0"
"HARRIS COUNTY","PROMISE COMMUNITY SCHOOL","BELLAIRE","RIPLEY HOUSE CHARTER SCHOOL","4500 BISSONNET STE 200","BELLAIRE","TX","77401-3113","(713) 315-6480","(713) 547-8201","kelsen@neighborhood-centers.org","MRS KAREN ELSEN   ","'PK-05","308"
