"District","School Code","School Name","Principal","Address","City","State","Zip","Phone","Fax","Email","Grade Levels","Total Students"
"ESCAMBIA","2124","NEWPOINT ACADEMY","ARLYN ABRAMSON","1600 E. Moreno Street","Pensacola","FL","32503","(850) 308-5312",,"Eabramson@aol.com","6-8 ","197"
"ESCAMBIA","2141","NEWPOINT PENSACOLA","ARLYN ABRAMSON","1600 E. Moreno Street","Pen","FL","32503","(850) 215-0770",,"Eabramson@aol.com","9-12 ","92"
"ESCAMBIA","2108","PENSACOLA BEACH CHARTER SCHOOL","JEFF CASTLEBERRY","900 VIA DELUNA ST","PENSACOLA BEACH","FL","32561-2262","(850) 934-4020","(850) 934-4040","jcastleberry@escambia.k12.fl.us","K-5 ","137"
"FAU LAB STL","20","FAU/SLCSD PALM POINTE RESEARCH SCHOOL","DEBORAH SNYDER","10680 ACADEMIC WAY","Port St Lucie","FL","34987","(772) 345-3245","(772) 345-3244","snyderd@stlucie.k12.fl.us","PREK-8 ","1436"
"FLAGLER","33","HERITAGE ACADEMY PK-12","RUTH HATFIELD","303 W. Moody Blvd.","Bunnell","FL","32110","(386) 586-7500","(386) 586-7510","nrichards@heritagek-12.com","PREK-12 ","198"
"FLAGLER","61","IMAGINE SCHOOL AT TOWN CENTER","LISA O'GRADY","775 Town Center Blvd.","Palm Coast","FL","32164","(386) 586-0100","(386) 586-2784","lisa.ogrady@imagineschools.com","K-8 ","829"
"FLAGLER","70","PALM HARBOR ACADEMY","HORTENSE EVANS","95 Old Kings Road North","Palm Coast","FL","32137","(386) 447-9692",,"evansh@palmharboracademy.org","K-5 ","135"
"FRANKLIN","9009","APALACHICOLA BAY CHARTER SCHOOL","CHIMENE JOHNSON","350 FRED MEYER ST","APALACHICOLA","FL","32320-2502","(850) 653-1222","(850) 653-1857","darren_chimene@yahoo.com","PREK-8 ","326"
"FSU LAB BRWD","351","THE PEMBROKE PINES FLORIDA","LISA LIBIDINSKY","601 SW 172ND AVE","PEMBROKE PINES","FL","33029-4003","(954) 499-4244","(954) 499-3016","llibidinsky@pinescharter.com","K-5 ","682"
"FSU LAB LEON","341","FLORIDA STATE UNIVERSITY SCHOOL","NEAL TRAFFORD","3000 SCHOOL HOUSE RD","TALLAHASSEE","FL","32311-7855","(850) 245-3700","(850) 245-3997","ntraffor@admin.fsu.edu","K-12 ","1732"
"GADSDEN","9104","CROSSROAD ACADEMY","KEVIN FOREHAND","635 STRONG RD","QUINCY","FL","32351-4257","(850) 875-9626","(850) 875-1403","ke_forehand@firn.edu","PREK-8 ","326"
"GLADES","56","PEMAYETV EMAHAKV CHARTER ""OUR WAY SCHOOL""","BRIAN GRESETH","100 E HARNEY POND RD","OKEECHOBEE","FL","34974-2867","(863) 467-2501","(863) 467-8610",,"K-5 ","192"
"GLADES","57","PEMAYETV EMAHAKV CHARTER MIDDLE SCHOOL","BRIAN GRESETH","100 E HARNEY POND RD","OKEECHOBEE","FL","34974-2867","(863) 467-2501","(863) 467-8610","bgreseth@ourwayschool.com","6-8 ","77"
"HERNANDO","4422","GULF COAST ACADEMY OF SCIENCE AND TECHNOLOGY","NEVIN SIEFERT","10444 Tillery Rd.","Spring Hill","FL","34608","(352) 688-5092","(352) 688-5095","siefert@gulfcoastacademy.org","6-8 ","124"
"HILLSBOROUGH","6651","A T JONES MATH SCIENCE AND TECHNOLOGY ACADEMY","BRENDA KEARSE","4903 EHRLICH RD","TAMPA","FL","33624-2038","(813) 264-2222","(813) 264-5735","bkearse@atjonesacademy.com","K-5 ","233"
"HILLSBOROUGH","6645","ADVANTAGE ACADEMY MIDDLE SCHOOL","LOU CERRETA","350 WEST PROSSER STREET","PLANT CITY","FL","33563","(813) 567-0801","(813) 441-0272","Lou.Cerreta@sdhc.k12.fl.us","6-8 ","148"
"HILLSBOROUGH","6644","ADVANTAGE ACADEMY OF HILLSBOROUGH","LOU CERRETA","350 WEST PROSSER STREET","PLANT CITY","FL","33563","(813) 567-0801","(813) 441-0272","advantagehillsborough@charterschoolassociates.com","K-5 ","308"
"HILLSBOROUGH","6634","BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL","KRISTINE BENNETT","11602 N. 15th Street","Tampa","FL","33612","(813) 971-5600","(813) 971-5656","Kristine.Bennett@sdhc.k12.fl.us","9-12 ","319"
"HILLSBOROUGH","6652","CHANNELSIDE ACADEMY OF MATH AND SCIENCE","MARY DENICOLA","1029 E TWIGGS ST","TAMPA","FL","33602","(813) 579-9649","(813) 463-2439","Mary.Denicola@sdhc.k12.fl.us","K-5 ","197"
"HILLSBOROUGH","6660","COMMUNITY CHARTER MIDDLE SCHOOL OF EXCELLENCE","CHARLES MALATESTA","10948 N CENTRAL AVE","TAMPA","FL","33612-6604","(813) 931-5100","(813) 931-1333","Charles.Malatesta@sdhc.k12.fl.us","6-8 ","105"
"HILLSBOROUGH","6643","COMMUNITY CHARTER SCHOOL OF EXCELLENCE","CHARLES MALATESTA","10948 N CENTRAL AVENUE","Tampa","FL","33612","(813) 931-5100","(813) 931-1333","charles.malatesta@sdhc.k12.fl.us","K-5 ","249"
"HILLSBOROUGH","6639","FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE","TOM PORTER","6400 E CHELSEA ST","TAMPA","FL","33610-5628","(813) 621-3223","(813) 622-7139","Thomas.Porter@sdhc.k12.fl.us","PREK-12 ","84"
"HILLSBOROUGH","6650","KID'S COMMUNITY COLLEGE MIDDLE CHARTER SCHOOL","KAREN SEDER","6528 US HWY 301 STE 114","RIVERVIEW","FL","33578","(813) 699-4600","(813) 671-1245","Karen.Seder@sdhc.k12.fl.us","6-8 ","107"
"HILLSBOROUGH","6626","KIDS COMMUNITY COLLEGE","TIM KILPATRICK","10530 Lake Saint Charles Blvd","Riverview","FL","33578","(813) 671-1440","(813) 671-1245","info@kidscc.org","K-5 ","305"
"HILLSBOROUGH","6613","LEARNING GATE COMMUNITY SCHOOL","PATRICIA GIRARD","16215 HANNA ROAD","LUTZ","FL","33549-5738","(813) 948-4190","(813) 948-7587",,"K-9 ","798"
"HILLSBOROUGH","6625","LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY","LESLEY LOGAN","6771 MADISON AVE","TAMPA","FL","33619-3836","(813) 234-0940","(813) 234-0946","LLogan@lltacademy.com","6-8 ","285"
"HILLSBOROUGH","6655","LUTZ PREPARATORY ACADEMY","JESSICA CLEMENTS","17951 N. US HWY 41","LUTZ","FL","33549-4503","(813) 618-1142",,"Jessica.Clements@sdhc.k12.fl.us","K-5 ","230"
"HILLSBOROUGH","6621","MOUNT PLEASANT STANDARD BASE MIDDLE SCHOOL","YOLANDA WAITRESS","1906 N. Rome Avenue","Tampa","FL","33607","(813) 253-0053","(813) 253-0182","mpwaitress@yahoo.com","6-8 ","94"
"HILLSBOROUGH","6657","NEW SPRINGS ELEMENTARY SCHOOL","EMRE AKBABA","2410 E BUSCH BLVD","TAMPA","FL","33612-8410","(813) 933-5025","(813) 527-9982","Emre.Akbaba@sdhc.k12.fl.us","K-5 ","102"
"HILLSBOROUGH","6654","NEW SPRINGS SCHOOL","EMRE AKBABA","2410 E BUSCH BLVD","TAMPA","FL","33612-8410","(813) 933-5025","(813) 527-9982","Emre.Akbaba@sdhc.k12.fl.us","6-8 ","146"
"HILLSBOROUGH","6647","NEWPOINT HIGH OF TAMPA","NICHOLAS DEMETRIOU","2584 STATE ROAD 60 EAST","VALRICO","FL","33594","(813) 413-4800","(813) 657-1931","Nicholas.Demetriou@sdhc.k12.fl.us","9-12 ","260"
"HILLSBOROUGH","6609","PEPIN ACADEMY OF TAMPA","CAROLYN SCOTT","3916 E HILLSBOROUGH AVE","TAMPA","FL","33610-4542","(813) 237-1239","(813) 236-1195","Carolyn.Scott@sdhc.k12.fl.us","9-12 ","160"
"HILLSBOROUGH","6628","PEPIN ELEMENTARY SCHOOL","CAROLYN SCOTT","3916 E HILLSBOROUGH AVE","TAMPA","FL","33610-4542","(813) 237-1239","(813) 236-1195","Carolyn.Scott@sdhc.k12.fl.us","K-5 ","87"
"HILLSBOROUGH","6631","PEPIN MIDDLE SCHOOL","CAROLYN SCOTT","3916 E HILLSBOROUGH AVE","TAMPA","FL","33610-4542","(813) 239-2092","(813) 232-9680",,"6-8 ","120"
"HILLSBOROUGH","6630","PEPIN TRANSITIONAL SCHOOL","CAROLYN SCOTT","3916 E HILLSBOROUGH AVE","TAMPA","FL","33610-4542","(813) 231-4893","(813) 232-9680","Carolyn.Scott@sdhc.k12.fl.us","9-ADULT ","68"
"HILLSBOROUGH","6656","PIVOT CHARTER SCHOOL","CARMELA DAVID","3020 FALKENBURG RD","RIVERVIEW","FL","33578-2562","(813) 622-7479",,,"6-12 ","93"
"HILLSBOROUGH","6615","RCMA WIMAUMA ACADEMY","MARK HAGGETT","18240 US HWY 301 S","WIMAUMA","FL","33598-4307","(813) 672-5159","(813) 633-6119",,"K-6 ","213"
"HILLSBOROUGH","6601","RICHARDSON MONTESSORI ACADEMY","TOMMIE BRUMFIELD","6815 N ROME AVE","TAMPA","FL","33602","(813) 930-2988","(813) 930-2929",,"K-6 ","61"
"HILLSBOROUGH","6646","SEMINOLE HEIGHTS CHARTER HIGH SCHOOL","BOBBY SMITH","4006 N FLORIDA AVE","TAMPA","FL","33603-3816","(813) 234-0809","(813) 236-2406","Bobby.Smith@sdhc.k12.fl.us","9-12 ","373"
"HILLSBOROUGH","6637","SHILOH ELEMENTARY CHARTER SCHOOL","SHIRLEY SANCHEZ","905 W. Terrace Street","PLANT CITY","FL","33563-8935","(813) 707-1060","(813) 707-8060",,"K-5 ","418"
"HILLSBOROUGH","6648","SHILOH MIDDLE CHARTER SCHOOL","SHIRLEY SANCHEZ","905 W. Terrace Street","PLANT CITY","FL","33563","(813) 707-1060","(813) 707-8060","Shirley.Sanchez@sdhc.k12.lf.us","6-8 ","184"
"HILLSBOROUGH","6620","TAMPA CHARTER SCHOOL","SHEILA THOMLEY","5429 BEAUMONT CTR BLVD STE 800","TAMPA","FL","33634-5247","(813) 887-3800","(813) 885-9626",,"3-8 ","167"
"HILLSBOROUGH","6606","TERRACE COMMUNITY MIDDLE SCHOOL","GARY HOCEVAR","11734 Jefferson Road","Thonotosassa","FL","33592","(813) 987-6555","(813) 987-6565",,"6-8 ","674"
"HILLSBOROUGH","6612","TRINITY SCHOOL FOR CHILDREN - LOWER DIVISION","MADELINE O'DEA","2402 W OSBORNE AVE","TAMPA","FL","33603-1434","(813) 874-2402","(813) 874-2412",,"K-5 ","470"
"HILLSBOROUGH","6624","TRINITY UPPER SCHOOL","MADELINE O'DEA","2402 W OSBORNE AVE","TAMPA","FL","33603-1434","(813) 874-2402","(813) 272-2412",,"6-8 ","226"
"HILLSBOROUGH","6649","VALRICO LAKE ADVANTAGE ACADEMY","BONNIE GUERTIN","1653 BLOOMINGDALE AVENUE","VALRICO","FL","33596","(813) 699-5049","(813) 413-5191","bonnie.guertin@sdhc.k12.fl.us","K-8 ","543"
"HILLSBOROUGH","6608","VILLAGE OF EXCELLENCE ACADEMY","CAMETRA EDWARDS","8718 N 46TH ST","TEMPLE TERRACE","FL","33617-6002","(813) 988-8632","(813) 983-0683",,"K-5 ","169"
"HILLSBOROUGH","6623","WALTON ACADEMY","TANIKA WALTON","4817 N. Florida Ave.","Tampa","FL","33603","(813) 231-9272","(813) 231-9271",,"K-5 ","156"
"HILLSBOROUGH","6658","WINTHROP CHARTER SCHOOL","TERRY JOHNSON","6204 Scholars Hill Lane","Riverview","FL","33578","(813) 235-4811",,"Terry.Johnson@sdhc.k12.fl.us","K-8 ","830"
"HILLSBOROUGH","6653","WOODMONT CHARTER SCHOOL","KATHLEEN STOW","10402 N 56TH ST","TEMPLE TERRACE","FL","33617-3637","(813) 708-1596",,"Kathleen.Stow@sdhc.k12.fl.us","K-8 ","537"
"INDIAN RIVER","5006","IMAGINE SCHOOLS AT SOUTH VERO","JON STERNBERG","6000 4th Street","Vero Beach","FL","32968","(772) 473-2847",,"Jon.sternberg@imagineschools.com","K-8 ","819"
"INDIAN RIVER","5001","INDIAN RIVER CHARTER HIGH SCHOOL","CYNTHIA AVERSA","6055 College Lane","Vero Beach","FL","32966","(772) 567-6600","(772) 567-2288",,"9-12 ","673"
"INDIAN RIVER","5003","NORTH COUNTY CHARTER SCHOOL","ELIZABETH MILLER","6640 Old Dixie Highway","Vero Beach","FL","32967","(772) 794-1941","(772) 794-1945","beth.miller@nccharter.org","K-5 ","198"
"INDIAN RIVER","5005","SEBASTIAN CHARTER JUNIOR HIGH SCHOOL","MARTHA MCADAMS","782 Wave Street","Sebastian","FL","32958","(772) 388-8838","(772) 388-8815",,"6-8 ","184"
"INDIAN RIVER","5002","ST. PETER'S ACADEMY","RUTH JEFFERSON","4250 - 38TH AVE","VERO BEACH","FL","32967-1711","(772) 562-1963","(772) 562-8920",,"K-6 ","144"
"LAKE","9018","ALEE ACADEMY CHARTER SCHOOL","JENNINGS NEELD","P O Box 2481","Umatilla","FL","32784","(352) 357-9426","(352) 357-8426","needlj@aleeacademy.or","9-12 ","277"
"LAKE","9028","ALTOONA SCHOOL","WALTER SCHMIDT","42630 STATE RD 19","ALTOONA","FL","32702-9638","(352) 669-3444","(352) 669-3407","altoonaschool@msn.com","K-5 ","211"
"LAKE","9020","HUMANITIES AND FINE ARTS CHARTER SCHOOL","SHEILA SMALLEY","213 N. Lee Street","Leesburg","FL","34748","(352) 365-6890","(352) 365-8321","humanitiesandfacs@yahoo.com","K-3 ","164"
"LAKE","9031","IMAGINE SCHOOLS AT SOUTH LAKE","MARY BRIGGS","15220 Hartwood Marsh Road","CLERMONT","FL","34711-5200","(352) 243-2980","(352) 243-2967","mary.briggs@imagineschools.com","K-8 ","1013"
"LAKE","531","LAKE TECHNICAL CENTER","DIANE CULPEPPER","2001 KURT ST","EUSTIS","FL","32726-6164","(352) 589-2250","(352) 357-4776","culpepperd@lake.k12.fl.us","9-ADULT ","0"
"LAKE","541","MASCOTTE ELEMENTARY SCHOOL","WAYNE COCKCROFT","460 Midway Avenue","MASCOTTE","FL","34753-9412","(352) 429-2294","(352) 429-4836","cockcroftw@lake.k12.fl.us","PREK-5 ","788"
"LAKE","9029","MILESTONES COMMUNITY SCHOOL OF LAKE COUNTY, INC.","DANIEL STANISLAWCZYK","10516 TREADWAY SCHOOL RD","LEESBURG","FL","34788-4669","(352) 742-7007","(352) 383-0744","milestonesoflake@aol.com","K-8 ","210"
"LAKE","261","MINNEOLA ELEMENTARY SCHOOL","SANDRA REAVES","300 PEARL ST","CLERMONT","FL","34711","(352) 394-2600","(352) 394-2079","ReavesS@lake.k12.fl.us","PREK-5 ","946"
"LAKE","149","ROUND LAKE ELEMENTARY SCHOOL","DALE MOXLEY","31333 Round Lake Road","Mount Dora","FL","32757","(352) 385-4399","(352) 735-1860","MoxleyD@lake.k12.fl.us","K-5 ","852"
"LAKE","631","SPRING CREEK ELEMENTARY SCHOOL","ROBERT CURRY","44440 SPRING CREEK RD","PAISLEY","FL","34711","(352) 669-3275","(352) 669-3762","CurryR@lake.k12.fl.us","PREK-6 ","568"
"LEE","4102","BONITA SPRINGS CHARTER SCHOOL","DEBORAH TRACY","25380 BERNWOOD DR","BONITA SPRINGS","FL","34135-7850","(239) 992-6932","(239) 992-7359","deborahtra@LeeSchools.net","K-8 ","1310"
"LEE","4281","BONITA SPRINGS PREPARATORY AND FITNESS ACADEMY","GWEN DAPORE","28011 PERFORMANCE LN","BONITA SPRINGS","FL","34135","(239) 989-2807","(239) 495-7178","gwenda@LeeSchools.net","K-8 ","303"
"LEE","4111","CAPE CORAL CHARTER SCHOOL","DEBORAH NAUSS","76 MID CAPE TER","CAPE CORAL","FL","33990-2008","(239) 995-0904","(239) 995-0369","DeborahNaus@LeeSchools.net","K-8 ","660"
"LEE","4231","CAPE CORAL PREPARATORY AND FITNESS ACADEMY","THERESA KERN","2107 SANTA BARBARA BLVD","CAPE CORAL","FL","33991-4335","(239) 989-1458","(239) 495-7178","TheresaK@leeschools.net","PREK-8 ","106"
"LEE","4151","CHRISTA MCAULLIFFE CHARTER ELEMENTARY SCHOOL","JACQUELINE COLLINS","2817 SW 3RD LANE","CAPE CORAL","FL","33991-1151","(239) 283-4511","(239) 282-0376","JacquelineDC@leeschools.net","K-5 ","702"
"LEE","4212","CITY OF PALMS CHARTER HIGH SCHOOL","SARAH WHITE","3637 DR MARTIN LUTHER KING JR BLVD, Ste 104","FORT MYERS","FL","33916-4601","(239) 561-6611","(239) 561-6230","SarahWh@LeeSchools.net","9-12 ","183"
"LEE","4251","CORONADO HIGH SCHOOL","NAUSS ARTHUR","3057 Cleveland Avenue","Fort Myers","FL","33901","(239) 337-9140","(239) 337-9141","ArthurNJ@leeschools.net","9-12 ","401"
"LEE","4155","EDISON COLLEGIATE HIGH","BRIAN BOTTS","8099 COLLEGE PKWY","FT. MYERS","FL","33919-5566","(239) 432-6767","(239) 433-6912","briantb@leeschools.net","9-12 ","217"
"LEE","4241","FORT MYERS PREPARATORY AND FITNESS ACADEMY","ROBERTA COGSWELL","3348 EDGEWOOD AVENUE","Fort Myers","FL","33916","(239) 333-0766","(239) 333-0768","RobertaCo@leeschools.net","K-8 ","213"
"LEE","4103","GATEWAY CHARTER ELEMENTARY SCHOOL","SARA ABRAHAM","12850 COMMONWEALTH DR","FORT MYERS","FL","33913-8039","(239) 738-5048","(239) 768-5710","SaraAbr@leeschools.net","K-4 ","1142"
"LEE","4121","GATEWAY CHARTER HIGH SCHOOL","SARA ABRAHAM","12770 GATEWAY BLVD","FORT MYERS","FL","33913-8654","(239) 768-3350","(239) 768-3874","SaraAbr@leeschools.net","9-12 ","722"
"LEE","4261","GATEWAY CHARTER INTERMEDIATE SCHOOL","SARA ABRAHAM","12850 COMMONWEALTH DR","FORT MYERS","FL","33913-8039","(239) 768-2491","(239) 768-5710","SaraAbr@leeschools.net","5-8 ","1026"
"LEE","4154","GOODWILL LIFE ACADEMY","LYNN POTTORF","3365-D SEMINOLE AVE","FORT MYERS","FL","33916","(239) 334-4434","(239) 334-4439","LynnP@leeschools.net","6-12 ","39"
"LEE","4235","LEE ALTERNATIVE CHARTER HIGH SCHOOL","TERRONCIA FRYSON-SIMON","1201 Taylor Lane Extension","Lehigh Acres","FL","33936","(239) 303-2834","(239) 303-1373","terronciaF@leeschools.net","9-12 ","218"
"LEE","4131","LEE CHARTER ACADEMY","SHIRLEY CHAPMAN","3637 Dr. Martin Luther King, Jr., Blvd.","FORT MYERS","FL","33916","(239) 334-2235","(239) 334-2241","ShirleyCh@leeschools.net","K-8 ","157"
"LEE","4201","LEHIGH CHARTER SCHOOL OF EXCELLENCE","MICHAEL D'ANGELO","235 JOEL BLVD","LEHIGH ACRES","FL","33936-5229","(239) 303-4234","(239) 236-1265","MikeDAngleo44@yahoo.com","K-8 ","77"
"LEE","4242","NORTH NICHOLAS HIGH SCHOOL","CAROL TAYLOR","428 SW Pine Island Road","Cape Coral","FL","33991","(239) 242-4230","(239) 242-4231","CarolATa@leeschools.net","9-12 ","274"
"LEE","4143","OASIS CHARTER ELEMENTARY SCHOOL","STEVEN HOOK","3415 OASIS BLVD","CAPE CORAL","FL","33914","(239) 542-1577","(239) 549-7662","StevenH@LeeSchools.net","K-5 ","825"
"LEE","4181","OASIS CHARTER HIGH SCHOOL","CHRIS TERRILL","3507 OASIS BLVD","CAPE CORAL","FL","33914-4914","(239) 541-1167","(239) 541-1590","ChrisTe@LeeSchools.net","9-12 ","558"
"LEE","4171","OASIS CHARTER MIDDLE SCHOOL","MELISSA BYINGTON","3507 OASIS BLVD","CAPE CORAL","FL","33914-4914","(239) 945-1999","(239) 540-7677","MelissaKB@leeschools.net","6-8 ","783"
"LEE","4211","PIVOT CHARTER SCHOOL","GARY IKER","2675 WINKLER AVE EXTENSION, STE 200","FORT MYERS","FL","33901-9328","(239) 243-8266","(866) 280-0387","GaryAI@leeschools.net","6-12 ","57"
"LEE","4101","RICHARD MILBURN ACADEMY","EARL BARNETT","3800 Evans Avenue","FORT MYERS","FL","33901-9363","(239) 278-4774","(239) 278-0470","ebarnett@rmacaemy.org","9-12 ","220"
"LEE","4301","RICHARD MILBURN ACADEMY SOUTH","ART SANDS","9230 BROOKWOOD COURT, BLDG 7","BONITA SPRINGS","FL","34135-7888","(239) 949-9049","(239) 949-9048",,"9-12 ","55"
"LEE","4141","SIX MILE CHARTER ACADEMY","ERIC LEWIS","6851 LANCER AVE","FORT MYERS","FL","33912-4334","(239) 768-9375","(239) 225-2477","elewis@sixmilecharter.org","K-8 ","1174"
"LEE","4100","THE ISLAND SCHOOL","ROSA RAMOS","135 First Street West PO Box 1090","BOCA GRANDE","FL","33921","(941) 964-8016","(941) 964-8017","RosaRa@LeeScools.net","K-5 ","40"
"LEON","1401","C.K. STEELE-LEROY COLLINS CHARTER MIDDLE SCHOOL","INEZ HENRY","428 W TENNESSEE ST","TALLAHASSEE","FL","32302","(850) 681-1929","(850) 224-1663",,"6-8 ","63"
"LEON","1421","IMAGINE SCHOOL AT EVENING ROSE","SUEZAN TURKNETT","1714 BRUSH HILL ROAD","TALLAHASSEE","FL","32308","(850) 877-5187",,,"K-8 ","711"
"LEON","1417","STARS MIDDLE SCHOOL","A SAMET KUL","1500 Miccosukee Rd","TALLAHASSEE","FL","32308","(850) 681-7827","(866) 827-1263",,"6-8 ","183"
"LEON","1402","THE SCHOOL OF ARTS & SCIENCES","JULIE FREDRICKSON","3208 THOMASVILLE RD","TALLAHASSEE","FL","32312","(850) 386-6566","(850) 386-8183",,"K-8 ","279"
"LEVY","62","NATURE COAST MIDDLE SCHOOL","ALLISON HORD","6830 NW 140th Street","CHIEFLAND","FL","32626","(352) 490-0700","(352) 490-0702","horda@levy.k12.fl.us","6-8 ","89"
"LEVY","60","WHISPERING WINDS CHARTER SCHOOL","SUZANNE CORNELL","2510 NW OLD FANNIN' ROAD","CHIEFLAND","FL","32626-8115","(352) 490-5799","(352) 490-7242","cornelj@levy.k12.fl.us","K-5 ","114"
"MANATEE","2108","BRADENTON CHARTER SCHOOL","RICHARD DONNELLY","2615 - 26TH ST W","BRADENTON","FL","34217","(941) 739-6100","(941) 752-3250","donnellyr@manateeschools.net","3-8 ","97"
"MANATEE","2124","IMAGINE CHARTER AT LAKEWOOD RANCH","STEPHEN SAJEWSKI","10535 Portal Crossing","Bradenton","FL","34211","(941) 750-0900","(941) 750-0966",,"PREK-5 ","645"
"MANATEE","2123","IMAGINE CHARTER SCHOOL AT NORTH MANATEE","KATHY BEAUREGARD","5309 29TH ST E","ELLENTON","FL","34222-4116","(941) 723-1205","(941) 723-1207","beauregardk@manateeschools.net","PREK-5 ","438"
"MANATEE","2104","MANATEE SCHOOL FOR THE ARTS","WILLIAM JONES","700 HABEN BLVD","PALMETTO","FL","34221-4173","(941) 721-6800","(941) 721-6805","bjones@msfta.org","6-12 ","1511"
"MANATEE","2101","MANATEE SCHOOL OF ARTS/SCIENCES","MIRIAM JOLLY","3700 32nd Street West","Bradenton","FL","34205","(941) 755-5012","(941) 755-7934","rosenbluth@manateeschools.net","PREK-6 ","158"
"MANATEE","2122","OASIS MIDDLE SCHOOL","EDNA BAILEY","202 13TH AVE EAST","BRADENTON","FL","34208-3246","(941) 749-1979","(941) 714-7333","bailey1e@manateeschools.net","6-8 ","96"
"MANATEE","2131","PALMETTO CHARTER SCHOOL","BRIAN BUSTLE","1607 17TH STREET W","PALMETTO","FL","34221","(941) 723-3711",,"bbustle@pcsfl.org","K-8 ","348"
"MANATEE","2141","STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL","KELLY MONOD","5840 26TH STREET W","BRADENTON","FL","34207-3522","(941) 752-5491",,"scfcs@scf.edu","6-12 ","201"
"MANATEE","2102","TEAM SUCCESS A SCHOOL OF EXCELLENCE","FRED SPENCE","202 13th Avenue East","BRADENTON","FL","34208-3246","(941) 714-7260","(941) 714-7333","fspencesr@verizon.net","K-8 ","297"
"MARION","9690","FRANCIS MARION MILITARY ACADEMY","MARTHA CIEPLINSKI","2091 NE 35th ST #12","OCALA","FL","34479","(352) 291-6600","(352) 291-6601",,"9-12 ","183"
"MARION","9670","MARION CHARTER SCHOOL","GINA EVERS","39 CEDAR ROAD","OCALA","FL","34472","(352) 687-2100","(352) 687-2700",,"K-5 ","172"
"MARION","9680","MCINTOSH AREA SCHOOL","ANDREA ARNOW","P O Box 769, 20400 10TH STREET","McIntosh","FL","32664-0769","(352) 591-9797","(352) 591-9747","andrea.arnow@marion.k12.fl.us","K-5 ","96"
"MARTIN","400","CLARK ADVANCED LEARNING CENTER","MARIA MOSLEY","2400 SE SALERNO RD","STUART","FL","34997-6505","(772) 419-5751","(772) 419-4780","mmosley@ircc.edu","10-12 ","225"
"MARTIN","410","THE HOPE CHARTER CENTER FOR AUTISM","STACI ROUTT","1400 JENSEN BEACH BLVD","JENSEN BEACH","FL","34957-7226","(772) 334-3288","(772) 334-2203","sroutt@hopecenterforautism.org","PREK-2 ","30"
"MONROE","391","BIG PINE ACADEMY","CATHY HOFFMAN","30220 OVERSEAS HWY","BIG PINE KEY","FL","33043-3357","(305) 872-1266","(305) 872-1265",,"PREK-5 ","195"
"MONROE","382","KEY WEST COLLEGIATE SCHOOL","DEBRA REMSEN","5901 COLLEGE RD","KEY WEST","FL","33040","(305) 296-5927","(305) 296-5920","admin@kwcollegiateschool.org","9-12 ","46"
"MONROE","351","KEY WEST MONTESSORI CHARTER SCHOOL, INC","LYNN BARRAS","1127 UNITED ST","KEY WEST","FL","33040-3330","(305) 294-4910","(305) 294-1404",,"1-6 ","106"
"MONROE","381","OCEAN STUDIES CHARTER","JENNIFER FLORES","92295 OLD RD","TAVERNIER","FL","33070-2637","(305) 852-7700","(305) 852-3027","oceanstudiescharter@gmail.com","K-3 ","40"
"MONROE","341","SIGSBEE CHARTER SCHOOL","ELISA JANNES","939 FELTON RD","KEY WEST","FL","33040-6798","(305) 294-1861","(305) 292-6869",,"PREK-5 ","411"
"MONROE","371","TREASURE VILLAGE MONTESSORI CHARTER SCHOOL","KELLY ASTIN","86731 OVERSEAS HGWY","ISLAMORADA","FL","33036","(305) 522-3611","(305) 852-3482",,"PREK-8 ","210"
"OKALOOSA","9805","COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE COLLEGE","ANTHONY BOYER","100 COLLEGE BLVD","NICEVILLE","FL","32578-1295","(850) 729-4949","(850) 729-4950","boyera@nwfsc.edu","10-12 ","283"
"OKALOOSA","9807","LIZA JACKSON PREPARATORY SCHOOL","MARY GUNTER","546 MARY ESTHER BLVD. SUITE 1","FORT WALTON BEACH","FL","32548-4064","(850) 833-3321","(850) 833-3292",,"K-9 ","839"
"OKALOOSA","9800","OKALOOSA ACADEMY","BILL EDDINS","81 ROBERTS BLVD","FORT WALTON BEACH","FL","32547-5118","(850) 864-3133","(850) 864-4305",,"6-12 ","306"
"ORANGE","177","ACCESS CHARTER","ROGER WATKINS","1100 LEE RD","ORLANDO","FL","32810-5847","(321) 319-0640","(321) 319-0643","rwatkins@accesscharterschool.org","6-12 ","87"
"ORANGE","120","ALOMA HIGH CHARTER","CHARLES FINCH","495 N SEMORAN BLVD","WINTER PARK","FL","32792","(407) 657-4343","(407) 657-4317",,"9-12 ","395"
"ORANGE","163","ASPIRE ACADEMY CHARTER","PAM SCHENKEL","5015 GODDARD AVE","ORLANDO","FL","32804-1169","(407) 758-3717","(407) 657-8247","www.aspirecharteracademy.com","K-5 ","36"
"ORANGE","149","CENTRAL FLORIDA LEADERSHIP ACADEMY CHARTER","TIFFANY WARD","1003 RIDGECREST RD","ORLANDO","FL","32806-6342","(407) 480-2352","(407) 246-2854","tiffany.ward@cflacademy.org","6-12 ","125"
