"School Name","Address","City","ST","Zip","County","School #","Contact Person","Phone","Grade Span","# of Students","# of Teachers","E-mail",
"Memphis Jewish Community Ctr. Kind.","6560 Poplar Avenue","Memphis","TN","38138","Shelby","9640","Rose Marie Rossman","(901) 761-0810","K","30","3","mgross@jccmemphis.org"
"Memphis Recovery Center","219 N. Montgomery","Memphis","TN","38104","Shelby","9240","Mary Honey","901.274.5662","9-12/GED","29","4","mhoney@memphisrecovery.com"
"Maria Montessori School","740 Harbor Bend Road","Memphis","TN","38103","Shelby","9025","Maria Cole","(901) 527-3444","PreK - 8","47","5","mms1986@bellsouth.net"
"St. Mary's Episcopal School","60 Perkins Extended","Memphis","TN","38117","Shelby","9195","Marlene R. Shaw","(901) 537-1472","PK-12","850","110","mshaw@stmarysschool.org"
"Christian Brothers High School","5900 Walnut Grove Road","Memphis","TN","38120-2174","Shelby","9045","Chris Fay","(901) 261-4900","9-12","858","71","nlanigan@cbhs.org"
"Brinkley Heights Urban Academy","3275 Rosamond Ave.","Memphis","TN","38122","Shelby","9415","Rev. Tim Cox","(901) 324-3022","PK-5","78","14","pastortim@brinkleyheights.com"
"Lighthouse Christian Academy","PO Box 637 3660 Shelby Rd.","Millington","TN","38053","Shelby","9057","Tim VanDouser","(901) 873-3353","K-12","188","13","pfiveash@lcaps.org; bfrans@lcaps.org"
"Cordova Christian Academy, LLC","8200 Macon Road","Cordova","TN","38018","Shelby","9154","Pamela Strong","(901) 758-8877","PreK-4","190","6","pghstrong@gmail.com",
"Phoenix School of Creative Learning (The)","2404 Arthur Road","Germantown","TN","37138-5910","Shelby","9155","Peggy Morris","(901) 757-4360","6-12","30","4","phoenix-school@comcast.net"
"Evangelical Christian School - Macon","P.O. Box 1030     2000 North Main","Cordova","TN","38088","Shelby","9070","Paul Norby  Joanne Lamberth","901.754.7217","6-12","752",,"pnorby@ecseagles.com; jlamberth@ecseagles.com"
"Harding Academy, Sycamore View","1910 Sycamore View Road","Memphis","TN","38134","Shelby","9047","Marcie Pratt","(901) 372-1818","K-6","96","7","pratt.marcie@hardinglions.org"
"Breath of Life Christian Academy","3608 Hawkins Mill Rd.","Memphis","TN","38168","Shelby","9016","Yvette Williams","(901) 373-7363","PreK-8","54","4","principal@bolcaeagles.org   "
"Resurrection Catholic School","5475 Newberry","Memphis","TN","38115","Shelby","9081","Dr. Rafael Rondon","(901) 546-9926","Pk-K",,,"rafaelrondon@msn.com"
"Central Baptist School","5470 Raleigh LaGrange","Memphis","TN","38134","Shelby","9245","Russell Holcomb","(901) 386-8161","K-12","214","20","rholcomb@centralbaptistministries.org"
"Youth Dimensions","3385 Austin Peay Hwy.","Memphis","TN","38128","Shelby","9600","Roderick Scott","(901) 213-9000","5-12","40","3","rodscott@youthdimensions.com"
"Macon Road Baptist School-East Campus","11017 Highway 64 East","Memphis","TN","38002","Shelby","9137","Daniel Webb","(901) 867-8161","PreK-10","383","20","rrush@maconroadbaptist.org"
"Farmington Presbyterian Church Kindergarten","8245 Farmington","Germantown","TN","38139","Shelby","9300","Ruth Chandler","(901) 754-2794","PreK-K","18","1","ruthlyn@farmingtonpres.org"
"Immanuel Lutheran","6319 Raleigh LaGrange Road","Memphis","TN","38134","Shelby","9115","Scott Browning","(901) 388-0205","PK-8","199","13","sbrowning@immanuelmemphis.org"
"Briarcrest Christian HL Elem","76 S. Houston Levee","Cordova","TN","38028","Shelby","9017","Carol Hughey","(901) 765-4628","PK-5","321","25","sdwatson@briarcrest.com"
"Sensational Enlightenment Academy","2735 South Mendenhall Suite 8","Memphis","TN","38115","Shelby","9168","K. Pruitt","(901) 363-2820","PK-8","42","4","sensationalEn23@bellsouth.net"
"Shady Oaks School","2000 N. Germantown Parkway","Cordova","TN","38016","Shelby","9170","Sue Martin","(901) 737-3355","1-8","18","2","shadyoaksschool@bellsouth.net"
"Gateway Christian Schools","4070 Macon","Memphis","TN","38122","Shelby","9039","Shaun Thompson","(901) 452.3176","1-12","3418","60","shaun.gateway@gmail.com"
"Harding Academy, Cordova Kindergarten","8350 Macon Road","Memphis","TN","38018","Shelby","9046","Debbie Simpson","(901) 757-1008","K","126","8","simpson.debbie@hardinglions.org"
"Kadima Memphis Jewish High School","1203 Ridgeway Suite 203","Memphis","TN","38119","Shelby","9020","Adrienne Wiseman","(901)-767-4818","4-12","12","5","slewis@mjhschool.org"
"Morris Wilson-Youth Villages","2890 Bekemeyer","Arlington","TN","38002","Shelby","9230","Susan M. Blackwell","(901) 252-7250","1-12","84","9","susan.blackwell@youthvillages.org"
"Barbara K. Lipman Early Learning Center (Temple Israel)","1376 East Massey Road","Memphis","TN","38120","Shelby","9014","Susan Feld","901-937-2784","K","12","1","susanf@timemphis.org"
"Varangon Academy","3030 Brunswick Road","Bartlett","TN","38133","Shelby","9350","Susie Carlson, M. Ed.","(901) 531-1950","7-12","48","2.5","susiecarlson@yahoo.com"
"The Academy of Creative Learning, Christian Academy","2943 Cela Road","Memphis","TN","38128","Shelby",,"Tiffany Glover","901-386-9973","PreK-K",,"1","tglover@aclinc.net"
"The Neighborhood School","175 N. Tillman Street","Memphis","TN","38111","Shelby","9188","Taraniese Harris","(901) 323-4092","PK-8","133",,"tharris@tnsmemphis.org"
"Le Bonheur Children's Medical Center Hospital  School","50 North Dunlap Street","Memphis","TN","38103","Shelby","9092","Thomas Hobson","901.287.5038","K-12","25","2","thomas.hobson@lebonheur.org"
"St. Luke's Day School","480 South Highland Street","Memphis","TN","38111","Shelby","9190","Tracy Knox","(901) 324-8271","K","20","2","tracy.knox@stlukesumc.org"
"Westminster Academy","2500 Ridgeway Road","Memphis","TN","38119","Shelby","9097","Timothy Russell","(901) 380-9192","K-12","313",,"trussell@wamemphis.com"
"Lamplighter Montessori School","8563 Fay Road","Cordova","TN","38018","Shelby","9275","Terrie Sampson","(901) 751-2000","PK-8","150","13","tsampson@lamplighterschool.org"
"Memphis Oral School for the Deaf","7901 Poplar Avenue","Germantown","TN","38138","Shelby","9140","Teresa Schwartz","(901) 758-2228","Birth-6 yrs.","26","4","tschwartz@mosdkids.org; lucia.bertrand@uhsinc.com"
"New Hope Christian Academy","3000 University Street","Memphis","TN","38127","Shelby","9071","Trent Williamson","(901) 358-3183","PK-6","360","45","twilliamson@newhopememphis.org"
"St. Benedict Auburndale High School","8250 Varnavas Drive","Cordova","TN","38016","Shelby","9087","George Valadie","(901) 260-2840","9-12","905","60","valadieg@sbaeagles.org"
"Pleasant View School","1888 N. Bartlett Rd.","Memphis","TN","38134","Shelby","9280","Wesam Salem","(901) 380-0122","Pk-8","174","18","wesam@pleasantviewschool.com"
"First Assembly Christian School","8650 Walnut Grove Road","Cordova","TN","38018","Shelby","9080","Wendell W. Meadows","(901) 458-5543","PK-12","804","48","wmeadows@facsmemphis.org"
"St. George's Independent School- Collierville","1880 Wolf River Blvd.","Collierville","TN","38107","Shelby","9135","William W. Taylor","(901) 457-2000","6-12","253","25","wtaylor@sgis.org"
"Grace Christian School","828 Berclair Road","Memphis","TN","38122","Shelby","9041","Zack M. Guess","(901) 683-8014","3-12","7","4","zguess@juno.com"
"Doalnara Academy ","802 Upper Standing Rock Road","Dover","TN","37058","Stewart","9010","Alex Nam","(931) 232-8903","K-8","4",,"doalnaraacademy@yahoo.com"
"Christian Life Academy","2401 John B. Dennis Hwy.","Kingsport","TN","37660","Sullivan","9026","Donald Terry","(423) 288-2211","K-12","67","10","academy@christianlifecenter.com"
"CCS Adolescent Treatment Center","6145 Temple Star Road","Kingsport","TN","37660","Sullivan","9005","Stuart Sigrest","(423) 349-4070","6-12","15","1","ccstreatment@aol.com"
"Cedar View Christian School","1900 Flanders, PO Box 143","Kingsport","TN","37662","Sullivan","9021","Dr. Jim Fields","(423) 245-6341","PreK-12","169","20","cvcsseahawks@aol.com"
"The Academy at King","5825 Old Jonesboro Road","Bristol","TN","37620","Sullivan","9065","Susan A. Melkowski","423.573.9960","9-12","22","8","melkowski@academyatking.org"
"New Hope Academy","223 Hwy 75 Ste A","Blountville","TN","37617","Sullivan","9062","Angela Meade","413.279.9797","K5-12","125","2","newhopeacademytn@gmail.com"
"Appalachian Christian School","1044 New Beason Well Rd.","Kingsport","TN","37660","Sullivan","9010","Newl Dotson","(423) 288-3352","K-12","30","10","newl@harvestccm.org"
"St. Dominic School","1474 East Center Street","Kingsport","TN","37664","Sullivan","9015","Mrs. Debbie DePollo","(423) 245-8491","PreK-5","97","14","stdomschool@charterinternet.com"
"St. Paul's Day School and Kindergarten","160 E. Sevier Ave.","Kingsport","TN","37660","Sullivan","9020","Glenna Depew","(423) 246-5552","K","10","1","stpaulsdayschool@earthlink.net"
"Tennessee Avenue Christian Academy","806 Tennessee Avenue","Bristol","TN","37620","Sullivan","9025","Rhonda DeVoe","(423) 989-4346","K-11","116","9","tacacademy@embarqmail.com"
"Country Day Montessori","162 New Shackle Island Rd.","Hendersonville","TN","37075","Sumner","9011","Labenia Holman","(615) 264-3401","PK-1",,,"admin@countrydaymontessori-tn.com"
"                                                                                                                                                         ","211 Highland Circle Drive","Portland","TN","37148-4918","Sumner","9015","Becky Patrick","(615) 325-2036","9-12","96","15","bpatrick@highland-academy.com"
"Hendersonville Bible Kindergarten","107 Rockland Road, P.O. Box 38","Hendersonville","TN","37075","Sumner","9040","Connie H. Perkins","(615) 264-0308","K","14","2","cperkins@hendcoc.com "
"Aaron Academy","645 E. Main Street","Hendersonville","TN","37075","Sumner","9104","David Longoria","(615) 826-2595","K-12","3498",,"david@aaronacademy.com"
"Honeysuckle Montessori","112 Honeysuckle Drive","Hendersonville","TN","37075","Sumner","9085","Darlene M. Estes-Del Re","(615) 264-1235","PK-K","21","1","estesdelre@gmail.com"
"Pope John Paul II High School","117 Caldwell Lane","Hendersonville","TN","37075","Sumner","9200","Faustin Weber","(615) 822-2375","9-12","665","77","faustin.weber@jp2hs.org 
"
"Sumner Academy","464 Nichols Lane","Gallatin","TN","37066","Sumner","9025","William E. Hovenden Ph.D.","(615) 452-1914","PK-8","208","25","hmartin@sumneracademy.org"
"Primrose School of Hendersonville","107 Springhouse Ct.","Hendersonville","TN","37075","Sumner","9375","Lynn Johnson","(615) 338-4361","PreK-K","35","8","ljohnson@primrosehendersonville.com"
"Portland Montessori Academy","613 College Street","Portland","TN","37148","Sumner","9090","Renee Wood","(615) 323-1065","PReK, K-12","9","3","portlandmontessoriacademy@yahoo.com"
"St. John Vianney School","501 North Water St.","Gallatin","TN","37066","Sumner","9081","Jennifer McCormick","(615) 230-7048","K-8","166","17","secy_sjv@bellsouth.net",
"Teaching All Children Academy I","220 South Hickory","Gallatin","TN","37066","Sumner","9325","Towan Siler","615-230-2937","5-12","20","2","t.siler@geffort.com"
"Hendersonville Christian Academy","355 Old Shackle Island Road","Hendersonville","TN","37075","Sumner","9050","William Slater","(615) 824-1550","PreK-12","286","21","w.slater@hcacrusaders.com"
"Tipton Christian Academy","2105 Hwy. 59 S., P.O. Box 148","Covington","TN","38019","Tipton","9026","John Wells","(901) 475-4990","PreK-K","100","9","sharon@fbccovington.org"
"Faith Trinity Academy","14444 State Route 111","Spencer","TN","38585","Van Buren","9020","Scott Agee","(931) 946-3300","K-12","28","3","fta@blomand.net"
"Covenant Academy","1079 Country Club Drive","McMinnville","TN","37357","Warren","9020","Earline Steakley","(931) 668-6185","K","81","6","covenantacad@blomand.net"
"Westwood Kindergarten","511 Morrison Road","McMinnville","TN","37110","Warren","9015","C. N. Womack","(931) 473-8434","K","13","1","pat@westwoodchurchofchrist.com"
"F. C. Boyd, Sr. Christian School","806 Morrison Road","McMinnville","TN","37110","Warren","9005","Bill Marquette","(931) 473-9631","PK-12","213","16","rharper@fcbcs.org"
"Steppen Stone Academy","P.O. Box 278","Limestone","TN","37681","Washington","9055","Allison Fabish","(423) 257-6595","6-12","25","2","allfab@aol.com"
"Ashley Academy","1502 Knob Creek Road","Johnson City","TN","37604","Washington","9005","Matthew Arnold","(423) 929-7888","PreK-8","125","15","headmaster@ashleyacademy.com"
"Providence Academy","2788 Carroll Creek Road","Johnson City","TN","37615","Washington","9030","Jerry Williams","(423) 854-9819","K-12","471","35","jwilliams@providenceacademy.com"
"Tri-City SDA School","314 Delmar Saults Road","Gray","TN","37615","Washington","9015","Mike Colburn","(423) 477-8421","K-8","24","3","mcolburn@gccsda.com"
"Munsey Kindergarten","201 East Market Street","Johnson City","TN","37601","Washington","9060","Linda Buchanan","(423) 232-7094","K","13","1","preschool@munsey.org"
"St. Mary's School","2211 East Lakeview Drive","Johnson City","TN","37601","Washington","9025","Randi McKee","(423) 282-3397","K-8","174","19","rm7350@yahoo.com"
"Woodridge - Willow School ","403 N. State of Franklin Road","Johnson City","TN","37604","Washington","9033","Mellisa Stein","(423) 431-7077","1-12","12","1","SteinMA@msha.com"
"Central Baptist Kindergarten","300 North Roan Street","Johnson City","TN","37601","Washington","9065","Stephanie Gray","(423) 926-3696","K","18","2","weeministries@cbcsite.org"
"Wayne Academy","942 Andrew Jackson Drive","Waynesboro","TN","38485","Wayne","9010","Billie Jean Hollis","(931) 722-3172","7-12","30","3","keatonr@k12tn.net"
"Primrose School of Brentwood","5320 Maryland Way","Brentwood","TN","37027","Williamson","9058","Amy James","615-370-8305","PreK-K","150","30","director@primrosebrentwood.com"
"Franklin Christian Academy","2419 Bethlehem Loop","Franklin","TN","37069","Williamson","9031","Hugh Harris","(615) 599-9229","7-12","89","11","hharris@franklinchristianacademy.com"
"Battle Ground Academy","336 Ernest Rice Lane  P.O. Box 1889","Franklin","TN","37069","Williamson","9006","John Griffith","(615) 567-8376","K-12","930","99","jgriffith@battlegroundacademy.org"
"Currey Ingram Academy","6544 Murray Lane","Brentwood","TN","37027","Williamson","9035","Kathleen G. Rayburn","(615) 507-3242","K-12","262","84","karen.buckner@curreyingram.org"
"Holy Trinity Montessori","525 Sneed Rd. West","Nashville","TN","37221","Williamson","9014","Kate Riley","615.424.4236","PreK-K","27","2","kate.riley@holytrinitymontessori.org"
"St. Matthew Catholic School","533 Sneed Road W.","Franklin","TN","37069","Williamson","9025","Barby Magness","(615) 662-4044","K-8","316","28","mdonnelly@churchofstmatthew.org"
"Brentwood Academy","219 Granny White Pike","Brentwood","TN","37027","Williamson","9010","Curt Masters","(615) 373-0611","6-12","781","86","office@brentwoodacademy.com"
"Franklin Classical School","1215 Hillsboro Rd., P.O. Box 1601","Franklin","TN","37069","Williamson","9032","Mr. Andy Welch","(615) 595-5337","5-12","161","24","office@franklinclassical.com"
"Montessori School of Franklin","1325 West Main St., Suite G","Franklin","TN","37064","Williamson","9055","Kathy Conlin","(615) 794-0567","PK-3","74","4","office@montessorifranklin.org"
"Primrose School of Cool Springs","1010 Windcross Ct.","Franklin","TN","37067","Williamson","9170","Tracy Grant","615-771-3001","K","12","1","prmrose@bellsouth.net"
"Willow Hall Academy","4092 Carters Creek Pike","Franklin","TN","37064","Williamson","9015","Cavalyn N. Muller","(615) 790-1975","K-8","40","12","willowhallacademy@gmail.com"
"TASK  Center (Omni Vision)","3065 Murfreesboro Road","Lebanon","TN","37090","Wilson","9025","Dr. Ann Kelley","(615) 443-7222","7-12","16","2","akelley@omnivisions.com; dhumbert@omnivisions.com"
"Heritage Christian Academy - Mt. Juliet","PO Box 1135","Mt. Juliet","TN","37121","Wilson","9049","Katrina Hagerty","(615) 754-7946","K-12","260","32","busytrina@comcast.net "
"McClain Christian Academy","1662 Leeville Pike","Lebanon","TN","37090","Wilson","9015","Mike Williams","(615) 444-2678","K-12","150","22","d.shaffer@mac.com"
"Mt. Juliet Christian Academy","735 North Mt. Juliet Road","Mt. Juliet","TN","37122","Wilson","9010","Greg Scheck","(615) 758-2427","PK-12","453",,"gscheck@mjca.org "
"Landmark Christian Academy","3762 Murfreesboro Road","Lebanon","TN","37090","Wilson","9055","Jackie Johnson","(615) 453-5323","K-12","27","4","lca@landmarkpc.org"
"Montessori Achievement Academy","5588 Lebanon Road","Lebanon","TN","37087","Wilson","9016","Molly Scovel","615.349.6629","PreK-3","12","2","maa.achieve@gmail.com"
"Cedars Preparatory Academy","410 West Main St.","Lebanon","TN","37087","Wilson","9075","Mary Beard","615.257.1394","PreK-3",,,"mary.beard@pixierealty.com"
"Teaching All Children Academy II","4455 Bender Ferry Road","Mt. Juliet","TN","37122","Wilson","9175","Towan Siler","615-230-2937","5-12","16","1","t.siler@geffort.com"
"Mt. Juliet Montessori Academy","9695 Lebanon Road","Mt. Juliet","TN","37122","Wilson","9300","Debra Miller","(615) 354-1756","PreK-K","47","4","tnmontessori@gmail.com"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,

